order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
11360,4156,2023-02-11,206,3,346.66,1039.98,Completed,2023-02-13
11361,1098,2023-03-01,347,8,410.70,3285.60,Completed,2023-03-03
11362,5431,2023-09-03,456,4,274.83,1099.32,Cancelled,
11363,6999,2024-08-29,421,10,251.39,2513.90,Completed,2024-08-30
11364,278,2023-05-16,307,10,467.22,4672.20,Cancelled,
11365,146,2024-06-03,288,10,200.24,2002.40,Completed,2024-06-15
11366,2652,2023-10-16,444,6,36.09,216.54,Cancelled,
11367,1716,2023-06-23,137,6,186.00,1116.00,Cancelled,
11368,5854,2024-07-08,98,5,211.25,1056.25,Completed,2024-07-19
11369,1622,2024-02-26,49,10,160.57,1605.70,Pending,
11370,1775,2023-09-05,122,8,378.76,3030.08,Completed,2023-09-09
11371,3001,2023-06-01,132,6,417.78,2506.68,Pending,
11372,5853,2023-12-19,407,4,357.99,1431.96,Cancelled,
11373,8974,2023-07-17,468,7,344.04,2408.28,Pending,
11374,1875,2023-08-12,61,5,408.43,2042.15,Cancelled,
11375,9461,2024-10-06,356,3,354.41,1063.23,Pending,
11376,8124,2024-09-06,245,1,266.09,266.09,Pending,
11377,5972,2023-11-27,431,5,7.97,39.85,Pending,
11378,1597,2023-04-04,193,1,313.16,313.16,Completed,2023-04-14
11379,4129,2023-02-23,187,5,472.45,2362.25,Pending,
11380,3234,2023-11-29,277,7,35.56,248.92,Completed,2023-12-10
11381,6133,2023-03-12,45,3,270.17,810.51,Pending,
11382,8654,2024-05-21,140,1,245.85,245.85,Completed,2024-05-24
11383,9345,2024-04-03,17,5,288.08,1440.40,Pending,
11384,8975,2024-02-16,457,3,156.12,468.36,Pending,
11385,2048,2023-07-24,468,7,5.91,41.37,Completed,2023-07-24
11386,2864,2024-01-27,186,9,407.68,3669.12,Completed,2024-02-08
11387,9015,2024-01-31,478,3,337.96,1013.88,Pending,
11388,3440,2024-03-20,379,9,317.08,2853.72,Completed,2024-03-26
11389,1086,2024-01-05,56,8,146.88,1175.04,Cancelled,
11390,3727,2024-06-19,269,8,204.91,1639.28,Cancelled,
11391,9748,2023-08-25,231,7,154.91,1084.37,Pending,
11392,1446,2024-11-21,360,3,160.14,480.42,Completed,2024-11-26
11393,6240,2024-09-24,10,9,16.48,148.32,Completed,2024-09-27
11394,7706,2023-11-11,203,3,94.55,283.65,Pending,
11395,1187,2023-02-25,317,9,360.47,3244.23,Cancelled,
11396,2415,2023-11-25,161,1,249.20,249.20,Cancelled,
11397,3084,2023-09-02,225,4,357.86,1431.44,Cancelled,
11398,5344,2024-05-03,3,3,385.18,1155.54,Completed,2024-05-14
11399,2511,2024-04-09,427,4,336.71,1346.84,Pending,
11400,8673,2024-05-15,54,5,210.90,1054.50,Completed,2024-05-21
11401,7696,2024-07-18,41,5,286.03,1430.15,Pending,
11402,6516,2024-06-17,158,9,275.49,2479.41,Completed,2024-06-28
11403,8313,2024-06-02,349,8,354.60,2836.80,Pending,
11404,1060,2024-01-12,433,3,285.60,856.80,Completed,2024-01-26
11405,8039,2024-10-22,440,7,464.18,3249.26,Pending,
11406,2223,2023-11-12,140,10,52.06,520.60,Pending,
11407,6697,2024-11-08,290,1,85.98,85.98,Cancelled,
11408,6252,2023-11-06,393,9,48.28,434.52,Completed,2023-11-06
11409,1323,2024-08-30,250,5,276.11,1380.55,Pending,
11410,674,2024-07-26,60,4,16.80,67.20,Pending,
11411,7939,2023-06-14,354,9,450.58,4055.22,Pending,
11412,1006,2024-11-05,410,7,412.14,2884.98,Cancelled,
11413,7195,2024-05-06,361,2,157.21,314.42,Cancelled,
11414,1009,2024-06-07,493,4,383.29,1533.16,Pending,
11415,6732,2023-09-12,393,10,402.12,4021.20,Cancelled,
11416,2324,2023-12-17,63,5,464.42,2322.10,Cancelled,
11417,2718,2023-08-20,178,3,348.54,1045.62,Completed,2023-08-31
11418,8812,2023-05-27,219,4,423.36,1693.44,Pending,
11419,2739,2024-11-16,491,2,483.82,967.64,Pending,
11420,5726,2024-04-16,492,1,223.85,223.85,Completed,2024-04-27
11421,9065,2024-10-20,5,5,244.03,1220.15,Cancelled,
11422,9703,2023-10-01,139,2,83.58,167.16,Completed,2023-10-03
11423,9135,2023-02-22,444,9,222.22,1999.98,Completed,2023-02-27
11424,3867,2024-02-29,74,7,388.72,2721.04,Completed,2024-03-07
11425,9794,2024-01-31,32,2,210.13,420.26,Cancelled,
11426,1736,2024-01-24,279,2,354.46,708.92,Completed,2024-02-06
11427,2258,2024-11-20,70,3,47.87,143.61,Completed,2024-11-21
11428,1688,2024-02-11,378,10,182.19,1821.90,Completed,2024-02-16
11429,3076,2024-04-08,103,1,199.23,199.23,Completed,2024-04-20
11430,3589,2024-05-02,318,6,452.01,2712.06,Completed,2024-05-13
11431,5444,2023-12-02,182,7,260.64,1824.48,Pending,
11432,4255,2023-05-08,81,8,337.02,2696.16,Completed,2023-05-22
11433,9226,2024-03-17,390,6,327.23,1963.38,Pending,
11434,8741,2023-01-17,344,8,499.98,3999.84,Pending,
11435,1043,2024-01-02,414,9,140.25,1262.25,Completed,2024-01-08
11436,4811,2024-01-14,481,9,348.01,3132.09,Pending,
11437,6619,2024-03-02,225,7,62.25,435.75,Completed,2024-03-06
11438,912,2023-07-03,163,9,248.65,2237.85,Completed,2023-07-05
11439,2955,2023-04-28,184,4,496.45,1985.80,Completed,2023-05-08
11440,8692,2023-09-15,64,8,385.49,3083.92,Pending,
11441,3723,2023-06-27,27,10,411.45,4114.50,Pending,
11442,823,2023-08-10,500,7,257.55,1802.85,Cancelled,
11443,7015,2024-09-30,309,2,69.14,138.28,Cancelled,
11444,7547,2023-08-08,407,2,336.43,672.86,Completed,2023-08-16
11445,8912,2024-10-03,382,8,347.21,2777.68,Completed,2024-10-03
11446,521,2023-06-08,404,3,152.70,458.10,Pending,
11447,4214,2024-08-12,4,6,23.04,138.24,Completed,2024-08-13
11448,1629,2023-03-15,128,9,28.51,256.59,Cancelled,
11449,9114,2024-04-22,41,4,491.45,1965.80,Cancelled,
11450,2453,2023-03-12,482,5,481.56,2407.80,Cancelled,
11451,7357,2024-02-28,131,3,470.26,1410.78,Cancelled,
11452,5197,2023-02-24,130,9,269.74,2427.66,Pending,
11453,1750,2023-04-27,1,3,36.38,109.14,Cancelled,
11454,3615,2024-04-06,343,4,138.12,552.48,Pending,
11455,8292,2024-11-20,33,5,471.24,2356.20,Completed,2024-12-02
11456,6509,2024-08-03,127,3,462.19,1386.57,Completed,2024-08-06
11457,4334,2023-09-03,263,8,163.58,1308.64,Cancelled,
11458,5339,2024-07-06,340,6,445.74,2674.44,Completed,2024-07-18
11459,7336,2023-06-12,324,10,294.46,2944.60,Pending,
11460,3850,2023-06-26,268,7,216.17,1513.19,Completed,2023-07-05
11461,7486,2023-10-15,340,5,316.84,1584.20,Pending,
11462,5095,2024-09-03,46,8,486.73,3893.84,Pending,
11463,6958,2024-02-27,437,8,235.92,1887.36,Pending,
11464,2269,2024-05-11,439,2,377.06,754.12,Pending,
11465,3737,2023-03-03,383,6,277.74,1666.44,Pending,
11466,7227,2024-05-11,413,10,34.87,348.70,Completed,2024-05-24
11467,6052,2023-01-06,210,8,423.68,3389.44,Cancelled,
11468,7692,2023-09-27,448,8,22.98,183.84,Pending,
11469,7901,2023-02-05,465,5,379.09,1895.45,Completed,2023-02-19
11470,1314,2023-05-24,333,5,372.11,1860.55,Cancelled,
11471,3365,2024-07-31,411,5,330.17,1650.85,Cancelled,
11472,3677,2024-11-12,63,9,138.37,1245.33,Completed,2024-11-23
11473,7228,2023-02-27,167,5,98.21,491.05,Completed,2023-03-05
11474,8121,2024-05-11,406,9,102.58,923.22,Completed,2024-05-24
11475,6975,2024-03-15,452,1,341.94,341.94,Cancelled,
11476,8525,2023-05-09,459,8,289.57,2316.56,Cancelled,
11477,8473,2023-06-25,196,4,357.85,1431.40,Cancelled,
11478,5276,2023-01-20,400,4,325.12,1300.48,Pending,
11479,5755,2024-03-31,137,4,36.38,145.52,Cancelled,
11480,121,2023-05-27,138,1,135.95,135.95,Cancelled,
11481,2725,2024-03-22,445,3,130.08,390.24,Cancelled,
11482,7129,2023-09-16,366,7,15.13,105.91,Completed,2023-09-16
11483,6169,2024-07-21,136,7,84.37,590.59,Cancelled,
11484,6971,2023-07-28,209,4,260.40,1041.60,Pending,
11485,3209,2024-01-12,54,4,427.05,1708.20,Completed,2024-01-20
11486,7494,2024-03-31,259,1,233.25,233.25,Completed,2024-04-07
11487,5770,2024-11-20,277,4,488.56,1954.24,Pending,
11488,1515,2023-12-10,74,10,246.96,2469.60,Completed,2023-12-12
11489,9475,2024-10-26,219,5,264.94,1324.70,Cancelled,
11490,3563,2024-12-14,302,9,255.00,2295.00,Cancelled,
11491,6691,2024-01-02,64,2,477.45,954.90,Cancelled,
11492,5289,2023-10-02,140,4,146.91,587.64,Completed,2023-10-16
11493,1289,2024-12-28,206,3,165.57,496.71,Completed,2025-01-05
11494,920,2024-05-22,404,9,431.83,3886.47,Pending,
11495,8281,2023-06-02,206,10,245.28,2452.80,Cancelled,
11496,8976,2023-01-29,274,8,384.53,3076.24,Completed,2023-02-03
11497,1727,2023-12-29,396,2,5.91,11.82,Pending,
11498,3473,2024-09-21,183,9,470.70,4236.30,Cancelled,
11499,5368,2023-01-27,69,6,253.34,1520.04,Pending,
11500,9297,2023-02-02,222,4,47.28,189.12,Pending,
11501,9395,2023-03-21,273,7,125.36,877.52,Cancelled,
11502,6639,2023-08-12,200,6,311.67,1870.02,Completed,2023-08-24
11503,5203,2024-06-15,26,2,21.18,42.36,Pending,
11504,688,2023-12-10,6,7,52.11,364.77,Cancelled,
11505,8211,2024-09-08,390,8,103.62,828.96,Pending,
11506,2957,2024-07-25,423,5,331.42,1657.10,Pending,
11507,2567,2023-06-27,123,5,268.73,1343.65,Pending,
11508,4855,2024-12-18,237,2,177.52,355.04,Completed,2024-12-19
11509,5225,2024-06-09,48,6,443.59,2661.54,Pending,
11510,5908,2024-09-23,146,9,382.35,3441.15,Completed,2024-10-01
11511,7216,2024-10-10,373,2,48.99,97.98,Completed,2024-10-19
11512,507,2024-03-09,65,2,490.52,981.04,Cancelled,
11513,8900,2023-04-16,203,2,318.95,637.90,Cancelled,
11514,8907,2024-05-26,120,10,156.56,1565.60,Cancelled,
11515,5254,2023-05-28,75,8,481.22,3849.76,Pending,
11516,9530,2023-01-18,346,1,143.93,143.93,Completed,2023-01-26
11517,2869,2024-06-25,255,5,194.18,970.90,Cancelled,
11518,2001,2024-10-16,218,5,152.23,761.15,Pending,
11519,7767,2024-08-27,104,1,305.61,305.61,Pending,
11520,526,2023-03-27,205,3,311.31,933.93,Cancelled,
11521,3710,2024-10-22,312,1,133.37,133.37,Pending,
11522,4609,2023-04-26,463,1,198.31,198.31,Pending,
11523,4602,2023-02-20,239,7,250.99,1756.93,Pending,
11524,1700,2024-09-23,208,5,468.87,2344.35,Pending,
11525,1224,2023-02-09,161,9,348.45,3136.05,Pending,
11526,8514,2023-09-15,319,7,436.90,3058.30,Completed,2023-09-21
11527,3988,2024-10-23,40,10,149.33,1493.30,Pending,
11528,3268,2024-09-14,372,7,68.49,479.43,Pending,
11529,145,2023-12-09,98,7,41.95,293.65,Completed,2023-12-13
11530,3679,2023-05-13,261,5,130.47,652.35,Cancelled,
11531,7139,2024-03-04,116,3,324.05,972.15,Cancelled,
11532,2982,2024-03-02,119,8,314.86,2518.88,Cancelled,
11533,3360,2023-06-17,138,6,486.15,2916.90,Completed,2023-06-30
11534,7106,2024-11-28,105,6,426.53,2559.18,Cancelled,
11535,3396,2023-06-21,171,3,352.89,1058.67,Cancelled,
11536,7494,2023-02-08,360,8,134.58,1076.64,Cancelled,
11537,7947,2024-08-02,218,7,209.36,1465.52,Pending,
11538,6677,2024-10-05,164,5,180.70,903.50,Cancelled,
11539,9402,2023-12-12,85,6,136.97,821.82,Cancelled,
11540,1136,2024-08-25,232,7,152.01,1064.07,Completed,2024-08-28
11541,2996,2024-07-12,246,4,278.84,1115.36,Cancelled,
11542,7777,2024-11-04,215,2,8.19,16.38,Pending,
11543,5179,2024-04-29,319,5,419.17,2095.85,Pending,
11544,681,2024-07-20,392,7,300.52,2103.64,Pending,
11545,7525,2024-09-21,335,2,479.62,959.24,Pending,
11546,7567,2023-06-05,80,9,175.82,1582.38,Pending,
11547,15,2024-11-06,267,3,28.37,85.11,Cancelled,
11548,6600,2024-06-23,150,7,463.80,3246.60,Pending,
11549,8503,2024-05-11,349,4,207.48,829.92,Completed,2024-05-19
11550,6731,2023-01-09,20,2,176.50,353.00,Cancelled,
11551,4197,2024-06-29,126,10,111.52,1115.20,Cancelled,
11552,9026,2024-03-16,349,2,327.99,655.98,Cancelled,
11553,9487,2023-11-02,214,8,170.30,1362.40,Pending,
11554,4913,2024-12-27,216,5,318.13,1590.65,Pending,
11555,841,2024-04-23,253,8,95.11,760.88,Pending,
11556,8402,2024-12-14,25,3,274.83,824.49,Pending,
11557,7531,2024-08-15,378,4,285.44,1141.76,Pending,
11558,8775,2023-12-07,493,9,383.78,3454.02,Cancelled,
11559,3698,2024-02-04,246,8,158.11,1264.88,Cancelled,
11560,3397,2023-12-14,14,5,445.66,2228.30,Cancelled,
11561,1178,2023-08-11,19,6,270.31,1621.86,Cancelled,
11562,7983,2024-03-15,282,5,302.27,1511.35,Cancelled,
11563,668,2023-05-23,32,6,437.95,2627.70,Completed,2023-05-28
11564,1168,2024-09-18,272,9,220.45,1984.05,Cancelled,
11565,830,2024-04-27,413,6,178.55,1071.30,Completed,2024-05-05
11566,8851,2024-11-01,135,4,292.24,1168.96,Completed,2024-11-13
11567,357,2024-06-29,377,10,441.62,4416.20,Pending,
11568,1306,2024-11-05,149,10,367.13,3671.30,Cancelled,
11569,3510,2024-03-10,169,1,420.22,420.22,Pending,
11570,5794,2023-02-06,80,9,436.22,3925.98,Cancelled,
11571,5259,2024-11-16,314,8,114.93,919.44,Cancelled,
11572,7340,2023-04-23,384,8,246.41,1971.28,Cancelled,
11573,792,2024-01-16,273,9,57.80,520.20,Pending,
11574,7193,2023-07-26,175,5,54.76,273.80,Pending,
11575,1605,2023-06-09,212,10,304.77,3047.70,Completed,2023-06-10
11576,3353,2024-02-16,294,3,102.42,307.26,Pending,
11577,5929,2023-09-15,44,5,485.81,2429.05,Cancelled,
11578,3479,2024-10-14,76,10,141.16,1411.60,Pending,
11579,2503,2023-10-28,268,5,486.88,2434.40,Completed,2023-11-02
11580,3377,2023-06-16,120,9,156.32,1406.88,Completed,2023-06-20
11581,7366,2023-09-26,371,10,381.88,3818.80,Cancelled,
11582,1752,2023-04-21,309,8,105.09,840.72,Completed,2023-04-29
11583,8916,2023-07-30,433,3,455.26,1365.78,Completed,2023-08-02
11584,2276,2023-05-06,104,2,476.06,952.12,Completed,2023-05-08
11585,1612,2024-06-27,356,6,138.42,830.52,Cancelled,
11586,7221,2024-03-31,278,10,245.70,2457.00,Cancelled,
11587,5106,2023-03-02,399,7,246.55,1725.85,Completed,2023-03-15
11588,154,2023-08-10,347,7,58.83,411.81,Completed,2023-08-15
11589,6224,2024-07-04,347,4,420.88,1683.52,Pending,
11590,2510,2023-04-23,121,3,321.52,964.56,Pending,
11591,1994,2023-10-30,452,6,12.60,75.60,Pending,
11592,8372,2023-03-22,215,2,319.60,639.20,Completed,2023-03-28
11593,3568,2024-05-10,184,6,401.26,2407.56,Completed,2024-05-18
11594,8602,2024-04-12,140,2,144.61,289.22,Cancelled,
11595,4694,2024-04-12,246,4,175.26,701.04,Cancelled,
11596,8673,2023-03-21,330,6,251.83,1510.98,Completed,2023-03-27
11597,3696,2024-07-21,156,5,252.27,1261.35,Cancelled,
11598,7330,2024-08-10,121,4,45.82,183.28,Pending,
11599,7215,2023-09-13,452,6,484.91,2909.46,Completed,2023-09-13
11600,4808,2024-05-25,426,6,104.06,624.36,Pending,
11601,4437,2023-03-19,465,8,437.43,3499.44,Pending,
11602,4157,2024-08-04,428,4,466.26,1865.04,Completed,2024-08-06
11603,6727,2023-06-23,44,10,332.16,3321.60,Cancelled,
11604,7635,2023-02-08,325,10,441.65,4416.50,Pending,
11605,7245,2023-12-08,342,6,27.39,164.34,Completed,2023-12-15
11606,979,2024-12-01,400,10,321.37,3213.70,Completed,2024-12-13
11607,2014,2023-02-01,135,2,250.12,500.24,Completed,2023-02-02
11608,1613,2023-09-11,352,6,302.01,1812.06,Cancelled,
11609,1178,2023-03-16,442,9,188.92,1700.28,Cancelled,
11610,9771,2024-02-16,372,8,163.27,1306.16,Pending,
11611,4373,2024-08-09,130,8,268.04,2144.32,Cancelled,
11612,4972,2024-04-18,373,5,466.41,2332.05,Cancelled,
11613,6210,2023-01-23,81,2,372.96,745.92,Cancelled,
11614,8433,2023-12-30,291,8,446.49,3571.92,Cancelled,
11615,5083,2023-11-02,452,3,26.89,80.67,Cancelled,
11616,9197,2024-12-18,350,2,120.87,241.74,Cancelled,
11617,5473,2024-03-31,56,10,11.28,112.80,Completed,2024-04-01
11618,8380,2024-01-03,222,8,117.18,937.44,Cancelled,
11619,6335,2024-10-16,90,7,93.65,655.55,Cancelled,
11620,2951,2023-09-05,137,2,471.94,943.88,Pending,
11621,4645,2024-09-12,344,1,46.24,46.24,Completed,2024-09-22
11622,7577,2023-09-23,53,4,320.71,1282.84,Completed,2023-09-24
11623,2102,2023-12-16,165,5,63.48,317.40,Cancelled,
11624,297,2023-10-04,268,2,341.39,682.78,Completed,2023-10-12
11625,7872,2024-05-02,355,8,104.89,839.12,Cancelled,
11626,9207,2024-08-11,402,7,160.59,1124.13,Completed,2024-08-14
11627,9178,2023-05-23,331,6,464.31,2785.86,Cancelled,
11628,5946,2024-04-08,74,8,408.93,3271.44,Cancelled,
11629,176,2024-04-07,484,5,381.36,1906.80,Completed,2024-04-08
11630,7497,2024-11-24,116,8,475.12,3800.96,Cancelled,
11631,1097,2024-03-29,185,8,381.66,3053.28,Cancelled,
11632,2923,2024-07-05,292,4,6.04,24.16,Pending,
11633,9365,2023-07-01,,9,391.25,3521.25,Cancelled,
11634,287,2024-03-08,306,4,255.23,1020.92,Cancelled,
11635,3409,2023-08-26,419,6,159.78,958.68,Cancelled,
11636,2797,2024-06-18,401,6,253.89,1523.34,Cancelled,
11637,8145,2024-10-10,8,3,71.10,213.30,Pending,
11638,4346,2023-04-16,409,5,402.14,2010.70,Completed,2023-04-27
11639,6960,2024-09-26,396,2,330.72,661.44,Completed,2024-10-06
11640,4390,2023-01-31,174,10,159.45,1594.50,Pending,
11641,7815,2023-05-01,141,2,111.65,223.30,Cancelled,
11642,4838,2023-05-30,352,6,133.58,801.48,Pending,
11643,8360,2023-09-21,299,8,136.42,1091.36,Cancelled,
11644,7937,2023-03-15,206,3,297.92,893.76,Pending,
11645,7216,2024-07-21,62,4,308.74,1234.96,Pending,
11646,3184,2024-03-21,447,9,297.62,2678.58,Pending,
11647,7017,2023-05-13,374,3,355.57,1066.71,Cancelled,
11648,4557,2023-07-22,38,7,188.72,1321.04,Completed,2023-07-30
11649,7035,2023-01-09,284,1,166.64,166.64,Pending,
11650,6247,2024-03-04,85,2,232.92,465.84,Completed,2024-03-06
11651,6998,2023-08-13,308,3,107.21,321.63,Cancelled,
11652,4039,2024-05-09,34,3,156.52,469.56,Completed,2024-05-15
11653,8175,2024-03-24,486,8,367.12,2936.96,Pending,
5391,9442,2023-01-21,443,9,279.07,2511.63,Cancelled,
11655,43,2023-08-03,341,9,155.76,1401.84,Cancelled,
11656,8416,2024-01-13,466,5,282.92,1414.60,Pending,
11657,9987,2023-04-16,194,10,410.74,4107.40,Cancelled,
11658,3446,2023-06-22,435,3,87.56,262.68,Pending,
11659,4673,2023-06-19,292,6,140.59,843.54,Cancelled,
11660,9570,2023-08-07,291,1,97.84,97.84,Completed,2023-08-13
11661,1768,2024-11-16,160,5,115.11,575.55,Cancelled,
11662,144,2024-08-29,177,2,452.70,905.40,Cancelled,
11663,5417,2023-08-14,395,3,226.94,680.82,Cancelled,
11664,4789,2024-03-04,32,5,427.60,2138.00,Completed,2024-03-09
11665,924,2023-09-09,147,7,413.14,2891.98,Cancelled,
11666,8430,2024-02-27,90,9,93.00,837.00,Pending,
11667,6817,2023-07-26,275,1,276.41,276.41,Completed,2023-08-06
11668,1345,2024-03-30,183,3,322.09,966.27,Pending,
11669,7245,2023-06-22,212,8,147.58,1180.64,Completed,2023-07-04
11670,630,2024-01-24,449,4,171.51,686.04,Cancelled,
11671,1011,2024-09-18,290,5,140.16,700.80,Completed,2024-09-25
11672,8918,2023-02-21,298,6,401.22,2407.32,Pending,
11673,4188,2024-02-23,480,8,313.13,2505.04,Pending,
11674,2187,2024-05-13,,8,266.41,2131.28,Cancelled,
11675,6672,2024-08-05,62,7,324.49,2271.43,Pending,
11676,6652,2024-07-24,288,10,433.65,4336.50,Cancelled,
11677,1258,2024-07-11,490,10,449.62,4496.20,Pending,
11678,1095,2024-05-14,2,9,227.57,2048.13,Pending,
11679,6507,2023-12-24,337,9,81.16,730.44,Pending,
11680,6488,2024-07-17,422,6,258.24,1549.44,Completed,2024-07-17
11681,2570,2023-04-19,88,7,118.00,826.00,Completed,2023-05-03
11682,4493,2023-08-28,338,2,362.25,724.50,Cancelled,
11683,6477,2024-03-18,125,2,339.23,678.46,Completed,2024-03-20
11684,6356,2024-01-04,3,2,461.21,922.42,Pending,
11685,7803,2024-04-14,494,9,141.56,1274.04,Pending,
11686,264,2023-09-23,372,9,243.35,2190.15,Pending,
11687,5993,2024-07-25,5,7,434.55,3041.85,Completed,2024-08-08
11688,86,2024-04-29,146,7,415.77,2910.39,Completed,2024-05-04
11689,6025,2024-03-22,163,3,192.78,578.34,Completed,2024-03-28
11690,4173,2024-04-13,357,2,167.28,334.56,Completed,2024-04-13
11691,9748,2024-09-13,319,2,310.60,621.20,Completed,2024-09-21
11692,4581,2023-08-03,178,2,233.74,467.48,Cancelled,
11693,8567,2023-02-01,283,2,380.01,760.02,Cancelled,
11694,4142,2023-12-05,363,1,393.93,393.93,Cancelled,
11695,6550,2024-07-30,400,4,338.01,1352.04,Cancelled,
11696,4881,2023-06-03,413,5,357.01,1785.05,Pending,
11697,2577,2024-06-19,416,2,484.43,968.86,Cancelled,
11698,4241,2024-02-17,436,2,173.70,347.40,Cancelled,
11699,6747,2024-01-07,447,2,378.46,756.92,Completed,2024-01-16
11700,7048,2024-11-07,464,4,473.13,1892.52,Pending,
11701,3374,2024-08-16,210,5,104.38,521.90,Cancelled,
11702,6497,2024-09-12,369,3,484.43,1453.29,Cancelled,
11703,8075,2023-08-25,195,5,31.08,155.40,Cancelled,
11704,2398,2024-01-19,240,3,223.47,670.41,Cancelled,
11705,1085,2023-12-03,146,3,52.07,156.21,Completed,2023-12-07
11706,7213,2024-08-29,267,2,215.75,431.50,Cancelled,
11707,6584,2024-07-04,350,6,178.11,1068.66,Pending,
11708,6457,2024-08-11,92,1,227.14,227.14,Completed,2024-08-23
11709,4416,2024-11-17,69,2,225.69,451.38,Pending,
11710,853,2023-10-08,49,9,394.98,3554.82,Cancelled,
11711,7571,2024-02-11,361,6,227.90,1367.40,Cancelled,
11712,2662,2023-01-25,33,9,432.71,3894.39,Cancelled,
11713,8678,2023-02-08,56,7,123.10,861.70,Completed,2023-02-10
11714,110,2024-03-08,294,7,66.97,468.79,Cancelled,
11715,9084,2023-10-08,344,7,29.77,208.39,Completed,2023-10-08
11716,9873,2023-12-25,341,10,471.46,4714.60,Completed,2024-01-07
11717,7393,2024-01-19,451,1,219.57,219.57,Cancelled,
11718,1583,2023-06-29,194,9,253.23,2279.07,Completed,2023-06-29
11719,5049,2024-11-06,109,8,259.48,2075.84,Pending,
11720,5190,2024-07-05,272,2,151.16,302.32,Pending,
11721,8993,2024-01-06,96,7,377.52,2642.64,Pending,
11722,7308,2024-07-17,184,7,300.46,2103.22,Completed,2024-07-27
11723,2799,2024-06-26,102,10,374.74,3747.40,Completed,2024-07-06
11724,778,2023-10-07,325,5,267.67,1338.35,Pending,
11725,192,2024-09-22,162,8,489.31,3914.48,Completed,2024-10-03
11726,8585,2023-07-28,422,6,230.20,1381.20,Cancelled,
11727,9665,2023-07-20,449,5,204.16,1020.80,Completed,2023-07-21
11728,6048,2023-07-10,92,1,412.64,412.64,Cancelled,
11729,5969,2024-08-27,443,9,29.66,266.94,Pending,
11730,9092,2023-06-21,72,6,48.39,290.34,Completed,2023-06-29
11731,1357,2023-07-10,442,7,230.35,1612.45,Cancelled,
11732,7294,2023-03-14,318,7,394.55,2761.85,Completed,2023-03-27
11733,90,2023-08-27,428,1,40.72,40.72,Cancelled,
11734,4340,2024-11-07,140,10,470.14,4701.40,Pending,
11735,7977,2024-06-05,322,4,426.28,1705.12,Pending,
11736,3563,2024-06-29,356,8,428.19,3425.52,Cancelled,
11737,109,2024-08-13,174,4,250.32,1001.28,Cancelled,
11738,8749,2024-01-03,164,2,307.08,614.16,Completed,2024-01-05
11739,8855,2024-01-27,151,5,168.95,844.75,Pending,
11740,4493,2024-03-22,358,10,246.86,2468.60,Completed,2024-03-30
11741,9983,2023-03-01,241,10,432.90,4329.00,Cancelled,
11742,3484,2023-11-02,76,4,466.55,1866.20,Cancelled,
11743,9171,2023-01-20,59,10,165.88,1658.80,Pending,
11744,157,2024-12-12,51,6,350.44,2102.64,Cancelled,
11745,6357,2023-03-27,306,4,340.00,1360.00,Completed,2023-04-05
11746,8306,2024-09-06,293,4,91.64,366.56,Pending,
11747,9146,2023-11-28,466,10,299.41,2994.10,Completed,2023-12-07
11748,5368,2023-06-26,162,3,120.89,362.67,Completed,2023-07-02
11749,4253,2024-04-08,486,4,226.99,907.96,Cancelled,
11750,1209,2024-08-25,163,8,349.13,2793.04,Cancelled,
11751,9352,2024-06-25,119,8,349.69,2797.52,Pending,
11752,7824,2024-04-22,72,7,71.25,498.75,Pending,
11753,8268,2024-11-20,267,3,304.34,913.02,Pending,
11754,1225,2024-12-12,411,5,157.74,788.70,Completed,2024-12-23
11755,9936,2024-11-05,160,8,482.00,3856.00,Cancelled,
11756,3931,2023-07-06,433,3,168.36,505.08,Completed,2023-07-12
11757,804,2024-10-01,145,5,389.87,1949.35,Pending,
11758,2219,2024-06-24,181,3,391.49,1174.47,Pending,
11759,668,2024-08-04,118,10,372.15,3721.50,Pending,
11760,9204,2023-08-29,284,1,81.93,81.93,Cancelled,
11761,6020,2023-10-19,74,4,492.64,1970.56,Cancelled,
11762,7255,2024-08-18,478,2,77.54,155.08,Completed,2024-08-25
11763,7920,2024-03-19,277,8,315.83,2526.64,Pending,
11764,8411,2023-01-15,184,7,161.54,1130.78,Completed,2023-01-20
11765,2189,2023-11-03,266,5,122.34,611.70,Pending,
11766,4837,2023-09-29,125,5,79.29,396.45,Completed,2023-10-11
11767,5899,2023-10-23,82,3,24.55,73.65,Cancelled,
11768,9197,2023-09-10,22,6,453.80,2722.80,Pending,
11769,1679,2024-05-17,334,9,190.29,1712.61,Pending,
11770,8789,2024-10-16,429,3,418.18,1254.54,Completed,2024-10-18
11771,5251,2024-06-29,404,10,153.68,1536.80,Completed,2024-07-13
11772,3107,2023-10-30,276,6,434.99,2609.94,Pending,
11773,9903,2023-12-08,180,8,349.56,2796.48,Cancelled,
11774,7820,2023-06-27,438,7,249.22,1744.54,Pending,
11775,4645,2023-04-20,145,1,426.40,426.40,Pending,
11776,4732,2023-10-05,100,3,380.71,1142.13,Completed,2023-10-13
11777,8424,2023-04-18,3,4,447.26,1789.04,Pending,
11778,8070,2024-07-26,410,9,262.99,2366.91,Completed,2024-07-30
11779,4871,2024-01-10,40,6,410.81,2464.86,Pending,
11780,6584,2023-02-23,286,3,280.59,841.77,Completed,2023-03-02
