product_id,product_name,category,price,cost,stock_quantity,reorder_level
452,Secured asymmetric encoding,Sports,427.97,204.03,367,84
453,Self-enabling systemic forecast,Automotive,246.97,162.89,414,17
454,Focused value-added array,Automotive,229.45,115.94,288,17
455,Optional bandwidth-monitored task-force,Books,281.60,160.26,370,12
456,Sharable tertiary attitude,Sports,200.99,125.94,296,19
457,Organic composite solution,Clothing,27.42,12.00,277,17
458,Innovative 4thgeneration analyzer,Automotive,467.62,153.20,16,46
459,Inverse analyzing frame,Toys,207.39,126.01,191,58
460,Multi-channeled holistic Internet solution,Toys,227.03,151.39,192,20
461,Digitized dynamic moderator,Home,342.95,193.67,334,54
462,Open-source non-volatile software,Toys,63.72,44.42,270,26
463,Enterprise-wide composite conglomeration,Electronics,365.29,142.13,387,12
464,Configurable reciprocal implementation,Toys,489.35,237.43,272,58
465,Secured systemic encoding,Beauty,412.56,164.61,79,45
466,Proactive optimal circuit,Clothing,98.30,63.90,16,94
467,Focused maximized productivity,Electronics,212.52,128.88,123,36
468,Function-based logistical extranet,Automotive,38.31,20.59,306,96
469,Synchronized 24/7 website,Electronics,353.13,112.81,205,66
470,Persistent executive service-desk,Electronics,121.00,46.82,71,74
471,Quality-focused cohesive archive,Beauty,496.77,195.56,295,86
472,Organic grid-enabled parallelism,Sports,387.41,243.04,154,28
473,Innovative scalable interface,Toys,492.92,250.65,153,45
474,Team-oriented eco-centric knowledgebase,Home,35.17,23.89,320,96
475,Innovative dedicated info-mediaries,Beauty,216.46,107.85,482,92
476,Polarized bi-directional encoding,Beauty,337.31,207.22,356,63
477,Multi-tiered object-oriented help-desk,Home,207.09,86.97,386,78
478,Re-engineered explicit standardization,Books,239.39,153.15,439,100
479,Implemented 3rdgeneration protocol,Electronics,76.45,37.09,287,62
480,Object-based even-keeled access,Home,484.05,253.12,198,41
481,Re-contextualized systemic time-frame,Clothing,131.22,56.70,472,67
482,User-friendly actuating portal,Sports,424.33,142.99,26,44
483,User-friendly modular forecast,Electronics,191.70,103.90,447,19
484,Vision-oriented discrete portal,Sports,98.14,59.34,245,36
485,Multi-channeled directional productivity,Electronics,435.39,188.60,108,34
486,Ergonomic regional extranet,Automotive,481.23,166.95,468,41
487,Synergistic web-enabled success,Toys,349.34,203.14,468,40
488,Visionary stable software,Toys,278.28,169.81,238,78
489,Devolved responsive attitude,Beauty,326.12,138.07,262,73
490,Self-enabling secondary analyzer,Automotive,235.67,146.38,389,50
491,Integrated zero tolerance intranet,Toys,457.59,205.13,23,82
492,Automated optimal hierarchy,Electronics,432.72,258.12,133,80
493,Upgradable clear-thinking array,Toys,467.71,248.66,151,29
494,Implemented fresh-thinking synergy,Sports,102.11,40.03,255,80
495,Operative context-sensitive customer loyalty,Books,329.03,188.84,390,72
496,De-engineered zero tolerance moratorium,Automotive,483.42,269.11,235,31
497,Multi-lateral multi-tasking middleware,Home,367.72,162.12,368,79
498,Future-proofed composite extranet,Electronics,246.72,164.50,268,14
499,Polarized explicit synergy,Electronics,420.34,138.60,391,10
500,Mandatory bifurcated Local Area Network,Sports,209.13,133.22,34,100
